featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_2095,466.03,564.17,590.27,1055.21,1163.84,1134.44
gene-CDR20291_2096,684.93,686.75,685.15,857.66,995.68,907.64
gene-CDR20291_2097,130.72,149.05,177.46,368.67,425.12,410.94
gene-CDR20291_2098,1051.93,1215.64,1432.1,906.24,1107.27,1112.11
gene-CDR20291_2099,16207.69,17005.23,20179.79,14470.82,17604.8,15815.7
gene-CDR20291_2100,882.61,1039.02,1114.66,862.05,1230.33,1100.92
gene-CDR20291_2101,11618.28,11509.77,12523.99,14927,21105.16,18684
gene-CDR20291_2102,230.24,237.78,254.13,663.4,1002.2,952.24
gene-CDR20291_2103,47.11,48.79,57.66,146.46,178.07,140.86
gene-CDR20291_2104,39.74,43.02,58.11,119.81,142.83,143.92
gene-CDR20291_2105,38.47,35.84,49.92,90.93,147.9,118.69
gene-CDR20291_2106,5.8,3.59,4.64,8.68,12.36,12.99
gene-CDR20291_2107,6.74,9.77,20.81,39.82,53.64,39.65
gene-CDR20291_2108,29.74,30.5,30.65,92.98,103.98,121.74
gene-CDR20291_2109,2790.25,2976.36,3076.02,3618.99,5060.03,4342.48
gene-CDR20291_2110,2089.5,2137.67,2355.42,3077.28,3472.76,3126.45
gene-CDR20291_2111,755.88,747.95,718.82,998.92,1241.87,1224.61
gene-CDR20291_2112,4267.35,4277.33,4877.95,6174.02,8192.68,7064.13
gene-CDR20291_2113,1889.25,1977.62,1998.18,5584.22,6843.42,6193.63
gene-CDR20291_2114,653.67,807.36,767.25,2038.83,2520.02,2264.58
gene-CDR20291_2115,1232.01,1242.7,1299.76,3774.82,4228.17,3983.87
gene-CDR20291_2116,3507.55,3808.31,4501.68,9045.99,11443.29,9494.7
gene-CDR20291_2117,45709.74,46772.43,42874.71,26285.05,30866.48,29045.39
gene-CDR20291_2118,36431.83,38523.47,36778.2,24974.09,27364.04,25391.46
gene-CDR20291_2119,1598.09,1765.98,1902.05,3026.29,3456.54,3065.34
gene-CDR20291_2120,840.02,876.09,773.2,1029.52,1470.38,1313.48
gene-CDR20291_2121,188.65,200.08,234.16,610.36,733.63,586.65
gene-CDR20291_2122,98.45,133.06,113.08,237.18,285.03,315.2
gene-CDR20291_2123,873.22,1037.77,965.9,1264.21,1624.53,1531.17
gene-CDR20291_2124,693.73,807.88,770.64,1018.49,1340.3,1174.02
gene-CDR20291_2125,3186.05,3690.3,3647.4,3096.74,4254.82,3790.06
gene-CDR20291_2126,4002.06,3729.72,4055.32,4480.35,5666.68,5045.63
gene-CDR20291_2127,4512.45,4695.45,4648.54,5398.75,5640.44,5206.88
gene-CDR20291_2128,184.56,182.72,190.62,330.4,487.45,431.19
gene-CDR20291_2129,177.77,166.57,196.15,431.3,556.35,554.6
gene-CDR20291_2130,136.98,161.88,200.24,419.13,483.61,484.44
gene-CDR20291_2131,111.1,97.84,97.33,257.03,305.67,325.6
gene-CDR20291_2132,96.99,98.45,88.37,258.28,295.5,279.44
gene-CDR20291_2133,269.08,258.39,295.7,454.65,671.83,560.08
gene-CDR20291_2134,664.07,854,795.82,1437.1,1827.03,1548.44
gene-CDR20291_2135,376.12,455.48,452.45,1060.31,1222.9,1062.52
gene-CDR20291_2136,179.99,206.99,223.54,738.14,840.35,732.68
gene-CDR20291_2137,207.17,201.83,239.4,113.11,163.01,158.73
gene-CDR20291_2138,3975.18,4170.87,5168.08,5596.8,6990.53,6410.2
gene-CDR20291_2139,1486.86,1453.31,1857.45,1815.22,2248.97,2050.87
gene-CDR20291_2140,491.65,513.45,662.27,1372.63,1573.75,1461.37
gene-CDR20291_2141,3268.64,2729.78,4031.18,149.52,148.89,152.8
gene-CDR20291_2142,15780.87,19133.31,21911.17,565.2,798.86,678.03
gene-CDR20291_2143,307.43,375.61,426.08,482.43,645.27,608.53
gene-CDR20291_2144,4897,4506.76,6668.96,17082.46,21023.95,16173.23
gene-CDR20291_2145,55.49,51.46,50.04,69.5,64.49,60.2
gene-CDR20291_2146,488.97,529.95,611.54,569.25,700.73,648.28
gene-CDR20291_2147,751.88,701.24,772.34,978.99,1225.85,1109.31
gene-CDR20291_2148,2052.68,2028.93,2334.41,1835.32,2383.46,2010.8
gene-CDR20291_2149,1775.3,1779.01,1967.39,1394.08,1639.55,1402.33
gene-CDR20291_2150,1948.74,2244.41,2697.97,2576.07,3780.48,3230.32
gene-CDR20291_2151,54104.19,53797.28,53892.75,55094.63,92266.92,82028.67
gene-CDR20291_2152,35384.12,37345.15,36216.18,41366.2,52642.26,46658.75
gene-CDR20291_2153,581.39,635.12,660.56,1614.68,2088.73,1830.81
gene-CDR20291_2154,98.91,106.08,118.2,328.82,416.77,432.51
gene-CDR20291_2155,1635.71,1627.3,1857.25,2715.88,3098,2805.14
gene-CDR20291_2156,2421.85,2617.15,2692.13,5424.67,6794.07,6164.4
gene-CDR20291_2157,1982.07,2133.78,2361.67,2215.49,3319.03,2914.97
gene-CDR20291_2158,1293.06,1240.89,1256.94,1389.73,1661.02,1418.08
gene-CDR20291_2160,2637.59,2856.26,3501.64,3891.94,4863.36,4491.07
gene-CDR20291_2161,1983.97,2029.13,2147.89,4127.3,4945.33,4358.64
gene-CDR20291_2162,30874.67,33675.04,39815.81,8849.41,9163.15,7635.06
gene-CDR20291_2163,254.76,239.9,320.03,300.95,308.79,310.02
gene-CDR20291_2164,142.84,116.57,161.26,243.91,318.95,270.73
gene-CDR20291_2165,809.78,836.48,971.72,1574.35,1670.03,1412.31
gene-CDR20291_2166,107.72,121.48,196.8,151.63,197.24,202.1
gene-CDR20291_2167,889.35,890.91,1005.14,2716.46,3125.11,2918.31
gene-CDR20291_2168,140.27,152.89,171.45,466.58,500.44,534.8
gene-CDR20291_2169,624.85,667.84,788.99,1215.44,1705.61,1594.8
gene-CDR20291_2170,471.74,476.54,419.45,732.42,941.96,836.08
gene-CDR20291_2171,936.23,1028.44,1128.19,1786.85,2281.64,1986.75
gene-CDR20291_2172,1219.11,1248.83,1484.24,1903.25,2502.55,2165.65
gene-CDR20291_2173,3551.4,3770.84,4351.76,3428.86,4513.62,3878.72
gene-CDR20291_2174,3680.43,3621.22,4070.95,22420.58,25808,24210.21
gene-CDR20291_2175,64.3,75.88,72.94,189.93,332.76,309.56
gene-CDR20291_2176,41.54,34.22,32.9,103.92,176.41,142.04
gene-CDR20291_2177,27.76,17.73,28.17,66.98,58.88,71.78
gene-CDR20291_2178,176.49,209.47,199.71,153,228.36,216
gene-CDR20291_2179,10.17,6.58,10.18,18.48,17.67,20.71
gene-CDR20291_2180,8.26,6.31,10.07,14.45,13.15,25.3
gene-CDR20291_2181,72.24,78.81,70.83,85.23,154.62,121.75
gene-CDR20291_2182,49.8,62.11,50.75,38.74,49.38,66.26
gene-CDR20291_2183,480.2,629.48,622.36,651.72,979.13,922.45
gene-CDR20291_2184,1695.48,1798.34,1874.88,2246.21,2648.4,2372.2
gene-CDR20291_2185,36.98,41.7,74.65,98.03,178.65,181.81
gene-CDR20291_2186,21.32,18.71,18.31,18.03,44.39,45.5
gene-CDR20291_2187,2155.23,2185.73,2213.14,1208.63,1464.8,1355.44
gene-CDR20291_2188,3184.47,3314.06,2716.53,1364.96,1759.79,1534.62
gene-CDR20291_2189,1.44,2.07,1.95,5.47,5.84,5.03
gene-CDR20291_2190,1.65,6.05,1.41,5.5,9.55,6.59
gene-CDR20291_2191,607.5,663.37,704.97,2049.51,2400.11,2153.4
gene-CDR20291_2193,17.56,35.94,25.31,29.25,87.51,84.24
gene-CDR20291_2194,206.41,240.63,296.85,337.69,413.55,356.52
gene-CDR20291_2195,311.27,381.23,344.41,457.25,535.57,441.31
gene-CDR20291_2196,585.25,579.37,581.99,800,1012.71,969.69
gene-CDR20291_2197,165.27,217.99,210.54,248.22,286.7,238.54
gene-CDR20291_2199,2489.7,2943.79,3033.97,7842.67,9973.11,9524.69
gene-CDR20291_2200,1593.41,1683.49,1626.59,3209.76,3926.29,3738.27
gene-CDR20291_2201,955.57,1127.52,1097.55,1261.88,1717.95,1544.15
gene-CDR20291_2202,549.03,662.07,621.31,835.57,1124.95,1073.91
gene-CDR20291_2203,533.18,631.64,686.61,927.26,1234.5,1097.92
gene-CDR20291_2204,135.42,199.37,184.24,307.01,409.8,399.12
gene-CDR20291_2205,12182.61,12674.75,10054.1,492.28,604.4,646.39
gene-CDR20291_2206,8707.25,9524.32,9293.23,605.16,1095.67,1004.15
gene-CDR20291_2207,12302.51,12188.4,13594.36,21306.75,24211.74,21069.41
gene-CDR20291_2208,2880.93,3101.58,3423.56,6249.54,8182.37,7334.41
gene-CDR20291_2209,736.5,758.35,877.01,1680.81,1984.41,1782.78
gene-CDR20291_2210,10193.56,10092.47,11966.93,23327.36,27331.88,24482.1
gene-CDR20291_2211,7767.91,7963.31,9245.68,18275.79,21660.28,19241.5
gene-CDR20291_2212,281.55,286.1,305.29,593.75,766.71,775.83
gene-CDR20291_2213,397.92,407.46,460.92,692.85,962.85,908.15
gene-CDR20291_2214,8083.86,8247.24,9244.45,3228.55,5843.87,5595.82
gene-CDR20291_2215,12968.09,13813.5,13177.55,1904.13,5954.1,5218.37
gene-CDR20291_2216,22561.5,22055.71,21837.68,1768.13,8680.99,7746.19
gene-CDR20291_2217,2185.61,2243.61,2640.81,4449.87,5330.71,4703.18
gene-CDR20291_2218,5088.83,5199.86,6424.99,10944.27,13686.94,12329.49
gene-CDR20291_2219,1314.45,1525.05,1823.57,2313.42,2942.12,2517.41
gene-CDR20291_2220,1796.42,1778.83,2041.13,5181.36,6893.26,5597.79
gene-CDR20291_2221,452.9,423.8,505,1450.66,1679.2,1320.57
gene-CDR20291_2222,1848.18,1878.71,2352.42,6561.94,7184.97,6416.31
gene-CDR20291_2223,4670.61,4460.74,8034.34,10508.68,12126.22,9955.76
gene-CDR20291_2224,14507.94,14583.45,16022.38,28071.49,34310.15,30216.69
gene-CDR20291_2225,4444.88,4367.85,4716.42,7017.76,8412.87,7455.94
gene-CDR20291_2226,2305.74,2376.01,2418.13,3654.89,5260.42,4751.44
gene-CDR20291_2227,1425.19,1419.93,1652.13,2055.12,2521.24,2275.58
gene-CDR20291_2228,1234.37,1150.64,1373.59,1760.56,1982.19,1807.87
gene-CDR20291_2229,61.53,69.69,82.16,91.71,106.95,85.29
gene-CDR20291_2230,2439.58,2555.59,2626.15,2692.92,3169.37,2968.41
gene-CDR20291_2231,393.89,359.98,449.18,661.89,755.14,772.47
gene-CDR20291_2232,507.05,474.09,517.22,766.29,906.78,895.81
gene-CDR20291_2233,352.48,302.61,347.59,368.47,417.72,366.54
gene-CDR20291_2234,646.75,748.88,894.08,1435.24,2184.67,1891.76
gene-CDR20291_2235,196.33,245.6,235.04,350.73,614.62,536.69
gene-CDR20291_2236,938.93,897.86,973.65,1536.06,2068.81,1879.85
gene-CDR20291_2237,7742.85,7947.06,9230.26,1102.02,1340.79,1210.63
gene-CDR20291_2238,6590.33,7485.03,8532.18,1176.81,1279.59,1207.34
gene-CDR20291_2239,12969.32,14375.45,15136.38,7906.27,11299.13,10576.82
gene-CDR20291_2240,4435.89,4651.03,4967.38,1286.65,1790.24,1574.51
gene-CDR20291_2241,17818.12,18945.85,20222.92,2402.56,3210.08,3136.3
gene-CDR20291_2242,1764.68,1623.31,1824.33,255.77,372.14,325.41
gene-CDR20291_2243,5959.23,6513.2,6918.7,988.71,1295.71,1234.91
gene-CDR20291_2244,1971.28,2326.57,2384.68,534.99,745.99,625.67
gene-CDR20291_2245,249.72,297.39,307.81,205.05,234.51,247.64
gene-CDR20291_2246,1228.45,1336.84,1410.21,2512.83,3257.56,2958.44
gene-CDR20291_2247,1954.73,2038.47,2592.69,3694.8,4385.79,3779.9
gene-CDR20291_2248,2995.25,3059.02,4064.57,5856.83,6641.65,5656.03
gene-CDR20291_2250,567.42,606.66,785.41,1314.52,1286.6,1238.25
gene-CDR20291_2251,430.91,440.05,589.35,751.77,940.88,831.87
gene-CDR20291_2252,8709.78,9270.69,12207.37,16698.42,20113.79,17081.37
gene-CDR20291_2253,2143.99,2143.63,2841.08,3976.09,4949.5,4294.83
gene-CDR20291_2254,3920.3,3949.76,5314.42,7501.32,10012.84,8830.85
gene-CDR20291_2255,572.7,645.23,814.5,1001.58,1309.61,1235.79
gene-CDR20291_2256,1990.9,2005.9,2173.72,3364.71,3535.9,3127.33
gene-CDR20291_2257,1708.2,1521.17,2126.21,6111,7387.01,6617.83
gene-CDR20291_2258,5761.99,5866.07,6899.53,14290.57,17661.37,15852.57
gene-CDR20291_2259,4473.89,4885.67,5456.73,10433.36,13321.09,11765.8
gene-CDR20291_2260,531.84,555.25,604.01,1012.25,1380.15,1221.85
gene-CDR20291_2261,240.45,268.85,325.05,317.84,446.41,410.28
gene-CDR20291_2262,185.03,217.38,250.05,197.11,351.49,359.73
gene-CDR20291_2263,1830.72,2202.91,2505.22,2574.79,3035.74,2827.45
gene-CDR20291_2264,882.17,913.63,983,1393.4,1441.78,1254.64
gene-CDR20291_2265,1105.72,1139.39,1345.28,1931.99,2138.63,1882.54
gene-CDR20291_2266,18299.89,16400.51,20517.4,18129.97,21020.71,18663.95
gene-CDR20291_2267,6083.81,5662.51,6555.6,5475.87,6284.71,5641.02
gene-CDR20291_2268,29588.39,28745.29,33022.15,32337.17,39151.08,35475.39
gene-CDR20291_2269,24349.53,26629.86,26756.09,36434.33,47483.73,41721.56
gene-CDR20291_2270,1296.85,1381.84,1715.61,1785.91,2208.02,1949.57
gene-CDR20291_2271,468.06,527.24,715.08,714.98,888.15,788.29
gene-CDR20291_2272,212.2,307.87,320.81,271.13,438.26,395.19
gene-CDR20291_2273,101.85,77.07,101.08,116.34,148.86,115.32
gene-CDR20291_2274,478.49,450.17,555.43,771.22,961.96,785.6
gene-CDR20291_2276,1642.01,1504.07,1883.33,1674.3,2178.29,2044.13
gene-CDR20291_2277,2861.83,2908.62,3233.13,3619.23,4672.04,4172.6
gene-CDR20291_2278,1978.79,1925.27,2611.23,3868.36,5489.28,4907.87
gene-CDR20291_2279,659.45,692.41,876.86,1782.36,2121.99,1820.6
gene-CDR20291_2280,804.14,845.45,1085.73,2482.88,2631.45,2294.55
gene-CDR20291_2281,7.8,10.1,8.22,31.04,42.59,31.93
gene-CDR20291_2282,79.14,93.87,118.66,176.75,224.11,195.07
gene-CDR20291_2283,2514.65,2694.88,2692.42,4268.23,5320.64,4664.65
gene-CDR20291_2284,512.27,552.62,578.86,671.02,768.46,638.81
gene-CDR20291_2285,0.5,1,3.97,4.25,1.08,4.44
gene-CDR20291_2286,783.19,838.32,864.42,1741.57,1932.46,1691.94
gene-CDR20291_2287,449,507.94,641.33,1022.5,1469.16,1196.46
gene-CDR20291_2288,477.58,495.87,561.96,997.17,1092.27,1018.16
gene-CDR20291_2289,53.84,72.94,72.07,78.18,122.67,111.37
gene-CDR20291_2290,84.96,106.07,104.63,126.59,178.72,152.98
gene-CDR20291_2291,216.2,229.91,280.36,406.45,538.56,522.05
gene-CDR20291_2292,15265.5,16739.12,16495.62,7717.46,8558.86,7685.28
gene-CDR20291_2293,832.87,819.64,759.46,909.16,979.03,889.75
gene-CDR20291_2294,1864.95,2003.71,2136.83,5297.63,6838.34,6168.21
gene-CDR20291_2295,2858.71,3420.62,3289.15,3047.75,3861.81,3464.85
gene-CDR20291_2296,1804.33,2134.51,2193.41,3337.46,3801.82,3455.95
gene-CDR20291_2297,6197.2,6896.99,7411.51,9898.04,11194.12,10270.04
gene-CDR20291_2298,4808.16,4902.07,5593.93,6258.84,7778.19,6977.97
gene-CDR20291_2299,360.03,372.86,412.44,329.5,456.47,401.36
gene-CDR20291_2300,17.75,19.32,15.86,27.66,55.5,47.22
gene-CDR20291_2301,6860.05,6961.76,8790.48,9106.54,11067.74,9719.06
gene-CDR20291_2302,6255.05,5963.39,6848.89,5610.84,6554.59,5551.87
gene-CDR20291_2303,6096.54,5873.13,6083.21,3654.96,4387.73,3477.67
gene-CDR20291_2304,319.12,336.41,305.42,219.22,309.89,272.4
gene-CDR20291_2305,18.57,14.47,19.23,24.87,33.76,26.14
gene-CDR20291_2306,12.69,19.14,12.09,11.29,20.91,23.28
gene-CDR20291_2307,68.39,87.85,69.98,55.89,96.92,81.3
gene-CDR20291_2308,47.07,27.75,41.94,73.11,92.99,96.28
gene-CDR20291_2309,28,36.26,28.47,47.56,80.99,48.2
gene-CDR20291_2310,49.19,61.77,64.6,86,126.14,103.42
gene-CDR20291_2311,54.7,53.99,76.9,121.44,184.63,149.85
gene-CDR20291_2312,282.64,272.57,262.46,312.97,405.36,338.43
gene-CDR20291_2313,64.58,76.02,91.07,100.72,125.88,95.78
gene-CDR20291_2314,99.12,107.86,118.09,136.47,166.67,165.07
gene-CDR20291_2315,42.63,64.56,57.3,168.59,222.3,206.06
gene-CDR20291_2316,22.89,31.93,14,52.43,77.61,71.24
gene-CDR20291_2317,41.43,46.59,36.43,53.9,83,71.32
gene-CDR20291_2318,28.86,25.64,19.6,19.38,32.01,23.18
gene-CDR20291_2319,33.01,52.72,52.4,51.09,68.89,50.98
gene-CDR20291_2320,56.96,73.49,66.24,70.31,109.43,88.68
gene-CDR20291_2321,6.58,7.07,5.54,2.76,6.06,5.21
gene-CDR20291_2322,2272,2453.97,2392.67,1966.29,2179.59,1999.51
gene-CDR20291_2323,428.56,505.28,495.76,1024.56,1940.69,1731.94
gene-CDR20291_2324,37041.18,37994.21,43576.47,46391.45,56663.78,50116.67
gene-CDR20291_2325,9094.08,9094.19,11065.55,13925.73,18234.32,16568.02
gene-CDR20291_2326,7610.38,6791.92,7128.79,6726.24,8460.63,7401.32
gene-CDR20291_2327,2235.95,2605.39,2645.14,2052.44,2597.59,2181.36
gene-CDR20291_2328,5200.97,5452.45,6182.55,6587.89,8195.75,7366.32
gene-CDR20291_2329,2788.18,3101.38,3243.52,3046.5,3606.48,3026.69
gene-CDR20291_2330,748.23,777.3,796.69,793.17,718,715.15
gene-CDR20291_2331,1289.33,1433.83,1556.31,1085.85,1362.42,1289.13
gene-CDR20291_2332,722.49,820.14,764.64,776.01,876.37,798.57
gene-CDR20291_2333,904.69,987.15,1072.62,1029.89,1137.5,1048.81
gene-CDR20291_2334,403.13,487.65,541.79,517.62,562.25,516.65
gene-CDR20291_2335,2.26,4.42,5.18,8.97,10.85,17.55
gene-CDR20291_2336,29740.49,27144.86,24945.2,17299.81,31945.94,28834.49
gene-CDR20291_2337,170.46,265.69,242.95,297.68,409.86,421.31
gene-CDR20291_2338,43979.75,40964.51,44391.97,80455.06,85633.09,76083.24
gene-CDR20291_2339,22558.23,22527.21,23779.87,43109.41,44687.57,40891.88
gene-CDR20291_2340,17312.6,16455.17,17397.85,24297.46,30538.65,26736
gene-CDR20291_2341,3754.92,3823.15,4298.58,8082.86,9127.09,8490.41
gene-CDR20291_2342,2251.93,2354.56,2747.59,5865.26,6851.71,6178.61
gene-CDR20291_2343,1860.3,1797.66,1952.04,4366.14,4779.42,4358.16
gene-CDR20291_2344,1231.82,1336.97,1692.94,1773.86,2517.51,2244.22
gene-CDR20291_2345,437.18,443.95,538.39,507.18,588.65,538.32
gene-CDR20291_2346,1405.45,1340.57,1629.03,1657.41,2125.58,1934.29
gene-CDR20291_2347,689.84,638.41,754.36,590.48,878.39,812.25
gene-CDR20291_2348,321.63,381.86,362.19,313.23,435.02,446.73
gene-CDR20291_2349,2450.01,2649.42,3632.82,2289.29,3028.99,2558.59
gene-CDR20291_2350,381.23,499.59,606.27,490.04,887.41,767.61
gene-CDR20291_2351,2955.38,3500.34,3987.48,5573.3,6913.38,6040.32
gene-CDR20291_2352,1874.76,1951.15,2356.19,3005.48,3600.99,3110.13
gene-CDR20291_2353,11091.32,10513.75,12296.28,40424.32,41918.54,39865.16
gene-CDR20291_2354,76253.91,84754.36,91270.79,165476.42,200349.05,190624.75
gene-CDR20291_2355,8296.1,8649.48,10017.48,23362.76,25192.97,24537.45
gene-CDR20291_2356,17658.46,18393.23,19866.48,46306.36,56199.72,52658.68
gene-CDR20291_2357,272.3,317.94,364.15,594.02,655.3,606.62
gene-CDR20291_2358,1388.13,1488.57,1617.84,2676.7,3340.24,2983.19
gene-CDR20291_2359,933.8,1148.88,1123.05,1292.11,1791.22,1506.64
gene-CDR20291_2360,6095.58,6257.6,7304.71,6675.33,7282.97,6473.47
gene-CDR20291_2361,4.89,3.72,4.56,10.71,18.49,15.47
gene-CDR20291_2362,90.71,102.08,105.45,328.97,364.36,358.29
gene-CDR20291_2363,56.46,45.99,65.17,231.69,266.18,234.32
gene-CDR20291_2364,722.88,661.27,760.78,3556.16,4207.14,3760.77
gene-CDR20291_2365,653.26,707.91,806.33,3292,4292.79,3837.99
gene-CDR20291_2366,26762.36,28844.74,30328.92,16577.58,23827.6,21196.79
gene-CDR20291_2367,278.72,353.02,375.55,378.06,560.29,488.6
gene-CDR20291_2369,11851.88,14723.87,14593.47,20592.18,24785.92,21347.73
gene-CDR20291_2370,11605.13,12859.52,13469.16,12143.42,15534.46,13314.87
gene-CDR20291_2371,619.91,797.44,801.72,1458.32,3461.86,3016.05
gene-CDR20291_2372,1321.76,1394.44,1429.78,6072.06,7186.78,6344.58
gene-CDR20291_2373,7066.85,6847.74,7173.38,23711.94,24923.73,22616.34
gene-CDR20291_2374,3506.14,3719.89,3720.66,2894.74,3816.53,3213.64
gene-CDR20291_2375,164.94,179.05,172.08,154.8,148.49,150.26
gene-CDR20291_2376,2099.7,2056.43,2117.43,2261.41,3345.37,2835.54
gene-CDR20291_2377,475.55,448.63,480.22,633.62,869.82,792.07
gene-CDR20291_2378,224.01,271.5,284.84,380.58,468.79,455.7
gene-CDR20291_2379,874.49,797.59,861.42,1169.53,1584.11,1358.3
gene-CDR20291_2380,170.02,156.61,147.63,231.85,246.37,224.9
gene-CDR20291_2381,81.51,75.31,77.36,101.49,120.81,112.97
gene-CDR20291_2382,423.29,440.7,475.12,576.23,670.88,639.76
gene-CDR20291_2383,75.48,88.07,114.26,152.96,230.3,203.76
gene-CDR20291_2384,1869.24,1928.92,2069.44,2252.07,3154.83,2599.74
gene-CDR20291_2385,2903.55,3012.59,3924.11,3093.57,4287.71,3891.91
gene-CDR20291_2386,3635.15,3574.15,4653.94,4761.44,5633.82,5027.99
gene-CDR20291_2387,2663.19,2647,3229.65,3487.1,4142,3604.07
gene-CDR20291_2388,1789.99,1885.97,2028.13,2048.09,2561.67,2324.4
gene-CDR20291_2389,48.03,67.08,53.03,50.6,91.93,87.6
gene-CDR20291_2390,5900.02,6688.38,7707.07,10384.34,14524.11,12729.86
gene-CDR20291_2391,6820.53,6590.26,6913.15,1859.43,3481.41,2831.99
gene-CDR20291_2392,705.38,718.02,839.84,837.61,928.98,874.22
gene-CDR20291_2393,766.79,722.77,903.08,1002.57,1351.95,1202.03
gene-CDR20291_2394,534.86,553.59,652.71,870.19,1228.11,1145.04
gene-CDR20291_2395,1092.33,1178.31,1155.05,5250.62,7671.74,7984.63
gene-CDR20291_2396,3878.77,3842.22,3238.51,862.11,1129.32,995.5
gene-CDR20291_2397,483.01,569.64,621.93,1078.16,1415.48,1272.67
gene-CDR20291_2398,2129.94,2269.01,2522.06,4443.3,6163.32,5477.36
gene-CDR20291_2399,952.44,1057.37,1120.42,1388.63,1772.6,1571.62
gene-CDR20291_2400,1034.72,1138.86,1152.58,1601.18,1823.6,1619.98
gene-CDR20291_2401,338.77,325.67,398.18,516.38,675.59,572.15
gene-CDR20291_2402,272.08,293.76,341.68,438.89,585.3,557.57
gene-CDR20291_2403,67.86,48.38,73.12,91.58,94.32,79.24
gene-CDR20291_2404,56.21,62.83,64.84,94.9,102.05,84.07
gene-CDR20291_2405,8522.66,8415.65,9107.09,12500.81,19200.1,17061.17
gene-CDR20291_2406,7405.96,7367.7,9186.48,10223,13083.33,11879.92
gene-CDR20291_2407,991.24,1058.2,1182.84,1753.97,2352.73,2072.28
gene-CDR20291_2408,2537.88,2696.38,3181.47,6766.63,7824.13,6928.68
gene-CDR20291_2409,2060.22,2219.65,2292.6,4918.89,6213.66,5615.79
gene-CDR20291_2410,16169.8,16473.2,19537.94,20310.34,25981.37,22843.3
gene-CDR20291_2411,839.5,834.18,1036.7,2493.54,2940.15,2515.8
gene-CDR20291_2412,339.72,322.16,489.65,692.7,945.65,919.17
gene-CDR20291_2413,667.79,688.42,763.27,921.58,1184.76,1077.7
gene-CDR20291_2415,8803.32,9568.78,9158.03,9176.6,10113.97,8689.94
gene-CDR20291_2416,347.09,340.5,441.89,437.73,639.64,593.01
gene-CDR20291_2417,3782.4,4304.21,5628.9,7749.43,12604.23,11629.16
gene-CDR20291_2418,4126.71,3877.35,4968.04,10293.59,12268.56,11691.09
gene-CDR20291_2419,16350.67,16275.15,17406.18,20118.09,26667.77,24389.42
gene-CDR20291_2420,718.93,686.63,947.82,2032.22,2431.37,2095.9
gene-CDR20291_2421,278.55,251.9,333,698.73,801.03,711.07
gene-CDR20291_2422,235.05,240.14,303.26,510.2,657.23,637.34
gene-CDR20291_2423,165.87,203.66,194.76,428.48,501.68,470.68
gene-CDR20291_2424,2620.96,2619.28,2799.35,5507.86,6719.63,6368.79
gene-CDR20291_2425,1575.49,1494.24,1635.91,2496.65,3163.06,2878.38
gene-CDR20291_2426,2945.91,3534.99,3366.22,5867.65,9082.6,8141.38
gene-CDR20291_2427,12255.57,12339.25,10958.6,18946.5,20996.5,18965.74
gene-CDR20291_2428,16928.95,18134.97,17914.09,40852.53,49235.39,44185.63
gene-CDR20291_2429,1149.06,1285.98,1441.72,1835.29,2989.03,2574.53
gene-CDR20291_2430,656.14,687.13,793.25,1086.5,1384.71,1211.46
gene-CDR20291_2431,594.75,660.73,742.42,673,762.28,680.57
gene-CDR20291_2432,2209.43,2539.81,2750.27,2358.81,2752.48,2525.82
gene-CDR20291_2433,214.16,242.88,256.5,390.83,419.61,416.59
gene-CDR20291_2434,21407.74,21725.84,27358.65,29254.47,30929.87,26774.9
gene-CDR20291_2435,9315.62,10989,12318.41,11543.94,14097.24,12355.76
gene-CDR20291_2436,5607.64,6102.77,7077.61,7457.79,8691.46,7620.7
gene-CDR20291_2437,21235.26,22986.96,26007.16,40298.84,46522.22,40645.21
gene-CDR20291_2438,92.22,116.5,174.66,352.07,461.38,414.45
gene-CDR20291_2439,207.82,219.16,259.19,564.7,750.12,724.9
gene-CDR20291_2440,19.62,22.21,25.93,48.49,56.09,47.79
gene-CDR20291_2441,127.71,179.07,198.79,399.14,512.5,455.59
gene-CDR20291_2442,1402.56,1414.57,1799.9,4052.84,4720.64,4099.79
gene-CDR20291_2443,1139.39,1137.53,1348.79,2501.91,3286.82,3043.98
gene-CDR20291_2444,1035.52,1061.31,1327.67,2371.98,2900.98,2672.96
